12-31 	11388	0	可爱的农业银行1分钱就能开心的玩一天，织布机中的织布机[胜利]	可爱的农业银行1分钱就能开心的玩一天，织布机中的织布机	
07-18 	10324	0	中国重工，为啥没有带动整个板块？南海战役的原因？	中国重工，为啥没有带动整个板块？南海战役的原因？	
07-18 	9314	0	寻找流通市值20亿涨幅低于20%的金股，除了300305还有吗？	寻找流通市值20亿涨幅低于20%的金股，除了300305还有吗？	
07-18 	10019	0	欣泰电气被强制退市 它是如何一步一步“作死”的？	欣泰电气被强制退市 它是如何一步一步“作死”的？	
07-18 	9888	0	银行股价，实在太低了，逢低买进只买不卖；	银行股价，实在太低了，逢低买进只买不卖；一定会有几只银行股，过百元。我坚决买进一万股【农业银行，民生银行，宁波银行】又可以分红，又可以打新股，资金也安全，一举三得，我们肯定要加仓了，任何不分红的股票,都是骗钱耍流氓.【就是不买.中小板的股票】中小盘肯定下跌,相信银行股，一定会有几只银行股，过百元。	
07-18 	10530	0	5000万卖房款打了新股欣泰，发财了!!!!!!!!!!!!!!	5000万卖房款打了新股欣泰，发财了!!!!!!!!!!!!!!	
07-18 	10300	0	农业银行农行的走势，心跳过慢的状态	农业银行农行的走势，心跳过慢的状态，会不会哪天就跳不动了	
07-18 	8694	0	跟着浪潮软件跌有意思主力们，你们宁愿当浪潮软件小弟弟吗，该加油了！	跟着浪潮软件跌有意思主力们，你们宁愿当浪潮软件小弟弟吗，该加油了！	
07-18 	9022	0	岭南园林和雷曼光电合作设立“四次元”文化企业	岭南园林和雷曼光电合作设立“四次元”文化企业	
07-18 	12070	0	从农业银行走势看农行内部坑有多大？	除权也有些日子了。还是喋喋不休。票据案子谁来顶锅。不会就这么算了吧？银行净值虚假成分有多少。股票市值比净值都低，想必不是没有原因吧。	
07-18 	10541	0	分析师认为9元以上空间有限,今天务必换股！	分析师认为9元以上空间有限,今天务必换股！	
07-18 	12662	0	农行全球品牌价值322.65亿美元，名列第四名！ 只是可以咱们股市不把品牌价值记	农行全球品牌价值322.65亿美元，名列第四名！只是可以咱们股市不把品牌价值记入净资产值，不然农行的净资产就不是3.64元，而是5.50元左右，看看市净率还不到0.6倍，哈哈	
07-18 	11167	0	价值投资在路上， 任何风雨都不怕， 上涨下跌就不卖， 别人砸盘捡筹码， 向前进，	价值投资在路上，任何风雨都不怕，上涨下跌就不卖，别人砸盘捡筹码，向前进，向前进，我们声势不可阻挡，向前进，向前进，要把价值扛上资产之上，两军对垒勇者胜，两年时间己显辉煌，胆小如鼠输个精光，胆大如虎节节高涨，向前进，向前进，我们气势不可阻挡，向前进，向前进，要让投资发出万道光芒	
07-18 	11505	1	法国农业银行：土耳其军事政变会刺激避险资	法国农业银行：土耳其军事政变会刺激避险资产的需求。美国10年期国债价格跌幅收窄，土耳其政变消息引发对低风险资产的避险需求。周五美国股市收盘涨跌不一，道指微涨0.05%并且连续第四日创盘中与收盘新高，标普500指数微跌0.09%但在盘中刷新历史最高纪录。投资者正在权衡法国恐怖袭击事件、中美经济数据及美股财报。美银美林：黄金料将在利率前景和美国大选的支撑下重拾涨势，未来6-12个月看涨至1500美元/盎司；长期利率相当受控，甚至可能会随着时间的推移而下降。美联储布拉德：重申预联储今年仅加息一次，2017与2018年不加息的立场。这一系列连续的全球不太平和世界两级分化对立，中美新冷战形成，都对黄金和有色带来避险和重要资源收缩而带来市场极大的需求。看涨这两类股。	哈哈 嘻嘻 今天可能是大家误看错了文章内容或是只看了标题。明天不会看错文章内容了吧！[抢到啦] 
07-17 	10261	0	农农别呆这里呀，给妈妈变红红呀？跳跳跳，跳它个三个涨停	农农别呆这里呀，给妈妈变红红呀？跳跳跳，跳它个三个涨停	
07-17 	11625	0	问：单位有千万闲置资金，年底前没有用项。建议赶紧买入七至八百万元的农行，博新股中	问：单位有千万闲置资金，年底前没有用项。建议赶紧买入七至八百万元的农行，博新股中签。	
07-17 	9016	0	有没有功德无量的庄~下周号召股东团结一心~把农行估价拉到4:25元~解放全人类行	有没有功德无量的庄~下周号召股东团结一心~把农行估价拉到4:25元~解放全人类行不~啊咪头疼	
07-17 	11706	0	我抬头向上望， 日线站在哪山岗啊上， 我低头向下看， 周线死叉哪在向啊下， 月线	我抬头向上望，日线站在哪山岗啊上，我低头向下看，周线死叉哪在向啊下，月线向上啊是金叉，我抱股票啊心不怕，短炒中炒随他吧，	
07-17 	11799	0	买农业银行   理财   拿分红    迎涨潮    还可以打新   打新	买农业银行 理财 拿分红 迎涨潮 还可以打新 打新 打新银行股新股上市天天涨停 迎来银行股的春天	
07-17 	13082	0	物质世界大战下	物质世界大战下,农业银行可以是唯一需要.	
07-16 	12577	0	特大利空：	据说王若谷要来咱们吧了，大家怎么欢迎他啊？	
07-16 	12686	0	江苏银行的破发可能性很大	相比那些市盈率不到5倍分红一股接近三毛的银行股（如建行），江苏银行的破发可能性很大	
07-16 	10474	0	备忘录，云蒙的港股融资计划	备忘录，云蒙的港股融资计划，不知道这样会不会误导人如果有160万人民币，换成200万港币，然后在盈透证券借款400万港币买入农业银行、建设银行、工商银行三大行港股，平均分配各200万，杠杆3倍，持有一年看看收益情况：1、目前股东权益。200万港币借款400万，目前这三家标的平均市净率为0.64倍，也就是拥有的股东权益为938万港币。2、分红情况。目前三家银行的分红都是30%的利润，按照目前的股价，股息率为7.0%，扣税10%后是6.3%，那么分红额为37.8万港币。分红我们不再投入，这样负债就会减少37.8万港币至362.2万。3、利息情况。这一次不说更便宜的美元欧元利率，直接负债贵一点的港币，年化利率为2.15%，一年的利息总额为8.6万，这样到明年的今天负债为370.5万。4、一年后股东权益。我们假设四大行净利润增速为0，那么在扣除分红后他们的每股净资产将会增加13%的样子，我们拥有的股东权益为1060万。5、预测结果一。如果估值到时候估值为0.6倍，也就是市值为636万港币，扣除负债370.5万后为265万港币，年化收益为32.5%。6、预测结果二。如果估值到时候估值和现在一样还是0.64倍，也就是市值为678.5万港币，扣除负债370.5万后为308万港币，年化收益为54%。7、预测结果三。如果估值到时候提升到2014年全年的平均水平0.8倍，也就是市值为848万港币，扣除负债370.5万后为478万港币，年化收益为139%。8、极端风险。如果盘中建设银行突然下跌50%，那么会损失100万港币，这样杠杆就会提升到5倍，基本上仓位不会变化；如果盘中建设银行股价持续一段时间为0，那么盈透证券系统反应过来平仓，这样就全部归0了。防范措施：可以一开始分散到交通银行、中国银行、中信银行、工商银行、农业银行、建设银行等标的。9、股价风险。如果股价不断下跌，三只标的股价平均跌20%后杠杆会升到6倍，理论上杠杆的最高值，此后每跌1%会平掉整体仓位的6%。防范措施：需要后续资金补充或者一开始将杠杆设置小一些。这是我3倍杠杆的逻辑。建设银行 工商银行 农业银行	
07-16 	10131	0	#本周小结#本周盈利1.5%	#本周小结#本周盈利1.5%，上证上涨2.22%，深成上涨1.99%，创业板上证1.11%。我竟然跑赢了创业板指数。本周周上盘已经创年内新高，但今年依然是亏损的，因为元旦后的大跌本周盈利主要依靠普涨，持有的5只股都有不同程度的上涨。最大收益是创业板B和农业银行。其中创业板B是7月12日尾盘买入，13日涨不错，运气好。目前持股：近3成的农业银行，1成的广百股份，1.5成的创业板B。周五尾盘卖出了1成特变电工，收益全仓的0.3%。考虑农业银行波动小，所以我认为仓位目前比较小。下周一如果行情不好，我会再减仓位。戒骄戒躁，安全大于盈利！	
07-16 	10946	0	近年来，农业银行在“责任为先，兼善天下	近年来，农业银行在“责任为先，兼善天下，勇于担当，造福社会”的责任思想指引下，积极践行国有大型商业银行社会责任。近日，农业银行连续5年获得“最具社会责任金融机构”荣誉。[给力]	
07-16 	11938	0	逢低买进银行股，银行股价实在太低了。只买不卖；	逢低买进银行股，银行股价实在太低了。只买不卖；一定会有几只银行股，过百元。我坚决买进一万股【农业银行，民生银行，宁波银行】又可以分红，又可以打新股，资金也安全，一举三得，我们肯定要加仓了，任何不分红的股票,都是骗钱耍流氓.【就是不买.中小板的股票】中小盘肯定下跌,相信银行股，一定会有几只银行股，过百元	
07-16 	12710	0	对中国银行业不良率变化不要大惊小怪	一，从横向即国际间比较看，据报道，美国次贷危机后银行业不良率平均3.16%；与中国情况最有比较性的新兴国家-金砖其他四国俄罗斯、南非、巴西和印度，其银行业2007年-2014年平均不良贷款率分别为6.18%、4.09%、3.25%和3.02%，而中国同期平均仅1.92%，即在次贷危机后中国银行业不良率显著低于上列国家。二，从纵向即历史看，我国银行业由于体制原因不良贷款率在2004年之前一直处于金融机构不良率之国际警戒线10%之上，后随我国金融业的改革，经过剥离坏账改制上市等措施，银行业不良率呈下降趋势直至2012年。据银监会数据，2005年上半年中国主要商业银行不良率8.79%，较年初下降4.43个百分点。下面列举两个银行加以说明这个不良率下降趋势，深圳发展银行不良率由2004年的7.98%降至2007年底的5.62%，工商银行不良贷款率由2006年度的3.79%降至2007年底的2.74%，从总体看，此后不良率一直降直至2012年，由2009年的1.58%降至2012年的0.95%（期间2010年1.14%2011年1%），近几年大家都比较清楚了，不良率有点上升，商业银行不良率2013年1%，2014年1.29%，2015年1.67%，2016年上半年（最新披露的）1.81%，银行不良率随着经济情况的变化而变化，所以大家不要大惊小怪。现阶段国家及有关部门正加大银行业不良资产的处置力度，通过资产证券化和债转股等市场化方式以提高银行业应对不良率上升及抗风险的能力，我们应该相信国家，确实没有必要过度担忧。	
